Word,NPhon,NMorph,NSyll
jumps,5,2,1
jumpy,5,2,2
junction,6,2,2
juncture,6,2,2
junctures,7,3,2
June,3,1,1
Jungian,6,2,2
jungle,5,1,2
jungles,6,2,2
junior,5,1,2
juniors,6,2,2
junior's,6,2,2
juniper,6,1,3
junk,4,1,1
junkie,5,2,2
junkies,6,3,2
junks,5,2,1
Juno,4,1,2
junta,5,1,2
Jupiter,6,1,3
juridical,8,2,4
juries,5,3,2
jurisdiction,10,3,4
jurisdictional,12,4,5
jurisdictions,11,4,4
jurisprudentially,16,NA,6
jurist,6,2,2
jurists,7,3,2
jurisprudence,11,3,4
jurisprudent,11,3,4
juror,4,2,2
jurors,5,3,2
jury,4,2,2
just,4,1,1
justice,6,2,2
justices,8,3,3
justice's,8,3,3
justifiable,10,3,4
justifiably,11,4,4
justification,11,3,5
justifications,12,4,5
justified,8,3,3
justify,7,2,3
justifying,9,3,4
Justine,6,1,2
Justinian,9,2,3
justly,6,2,2
justness,7,2,2
jutting,5,2,2
juvenile,6,2,3
juxtapose,9,2,3
juxtaposed,10,3,3
juxtaposition,12,3,5
kaboom,5,NA,2
Kafka,5,1,2
kaiser,4,1,2
kaisers,5,2,2
kaiser's,5,NA,2
kale,3,1,1
kaleidoscope,10,2,4
Kali,4,1,2
kamikaze,8,1,4
kangaroo,7,1,3
Kansas,6,1,2
Kant,4,1,1
kappa,4,1,2
kaput,5,1,2
karate,6,1,3
Karen,5,1,2
karma,5,1,2
Kashmir,6,1,2
Kate,3,1,1
Kate's,4,2,1
Katherine,7,1,3
Katherine's,8,2,3
Kathleen,6,1,2
Kathy,4,2,2
Katie,4,2,2
Katie's,5,3,2
katydid,7,1,3
kayak,4,1,2
kazoo,4,1,2
keel,3,1,1
keelhaul,6,NA,2
keen,3,1,1
keenest,6,2,2
keening,5,2,2
keenly,5,2,2
keep,3,1,1
keeper,4,2,2
keeping,5,2,2
keeps,4,2,1
keepsake,6,2,2
keg,3,1,1
kegful,6,NA,2
kegs,4,2,1
Keith,3,1,1
Keith's,4,2,1
Kelly,4,1,2
kelp,4,1,1
Kelvin,6,1,2
Ken,3,1,1
Kennedy,6,1,3
Kennedy's,7,NA,3
kennel,4,1,2
Kenneth,5,1,2
kenning,5,NA,2
keno,4,NA,2
Kent,4,1,1
Kentucky,7,1,3
Kenya,5,1,2
Kepler,5,1,2
kept,4,1,1
kerchief,5,1,2
kernel,4,1,2
kernels,5,2,2
kerosene,7,1,3
ketches,5,2,2
ketchup,5,1,2
kettle,4,1,2
kettledrum,8,2,3
key,2,1,1
keyboard,6,2,2
keyboarding,8,3,3
keyed,3,2,1
keyhole,5,2,2
keyless,5,2,2
keynote,5,2,2
keynotes,6,3,2
keypunch,6,2,2
keys,3,2,1
keystone,6,2,2
khaki,4,1,2
khan,3,1,1
Khmer,5,1,2
kibbutz,6,1,2
kibbutzim,8,1,3
kick,3,1,1
kickback,6,2,2
kickbacks,7,3,2
kicked,4,2,1
kicker,4,2,2
kicking,5,2,2
kickoff,5,2,2
kicks,4,2,1
kid,3,1,1
kidded,5,2,2
kidder,4,2,2
kidding,5,2,2
kiddy,4,2,2
kidnap,6,1,2
kidnapped,7,2,2
kidnapper,7,2,3
kidnappers,8,3,3
kidnapping,8,2,3
kidney,5,1,2
kidneys,6,2,2
kids,4,2,1
kid's,4,2,1
kill,3,1,1
killable,6,2,3
killed,4,2,1
killer,4,2,2
killers,5,3,2
killing,5,2,2
killjoy,5,2,2
kills,4,2,1
kiln,4,1,1
kilo,4,1,2
kilogram,8,2,3
kilohertz,8,2,3
kilometer,8,2,4
kilometers,9,3,4
kiloton,7,2,3
kilowatt,7,2,3
kilowatts,8,3,3
kilt,4,1,1
kilts,5,2,1
kimono,6,1,3
kin,3,1,1
kind,4,1,1
kinder,5,2,2
kindergarten,10,2,4
kindest,7,2,2
kindle,5,1,2
kindled,6,2,2
kindliness,9,3,3
kindly,6,2,2
kindness,7,2,2
kindnesses,9,3,3
kindred,7,1,2
kinds,5,2,1
kinesthetic,10,NA,4
kinesthetically,12,5,5
kinetic,7,2,3
kinfolk,6,NA,2
king,3,1,1
kingdom,6,2,2
kingdoms,7,3,2
kingfisher,7,3,3
kingpin,6,2,2
kings,4,2,1
kink,4,1,1
kinky,5,2,2
kinsfolk,7,3,2
kinship,6,2,2
kinsman,7,3,2
kinswoman,9,3,3
kiosk,5,1,2
Kipling,6,1,2
Kirk,3,1,1
kiss,3,1,1
kissed,4,2,1
kisser,4,2,2
kisses,5,2,2
kissing,5,2,2
kit,3,1,1
kitchen,5,1,2
kitchenette,7,2,3
kitchens,6,2,2
kite,3,1,1
kits,4,2,1
kitten,4,1,2
kittenish,6,2,3
kittens,5,2,2
kitty,4,2,2
kitty's,5,3,2
Kiwanis,7,NA,3
kiwi,4,1,2
Klaus,4,1,1
Kleenex,7,2,2
kleptomania,11,2,4
kleptomaniac,12,2,5
knack,3,1,1
knapsack,6,2,2
knave,3,1,1
knavery,6,2,3
knead,3,1,1
knee,2,1,1
kneecap,5,2,2
kneel,3,1,1
kneeled,4,2,1
kneeling,5,2,2
kneels,4,2,1
knees,3,2,1
knelt,4,1,1
knew,2,1,1
knickerbocker,8,2,4
knickerbockers,9,3,4
knickers,5,2,2
knife,3,1,1
knifelike,6,2,2
knife's,4,2,1
knight,3,1,1
knighthood,6,2,2
knightly,5,2,2
knights,4,2,1
knit,3,1,1
knitted,5,2,2
knitting,5,2,2
knitwear,6,2,2
knives,4,2,1
knob,3,1,1
knobble,5,NA,2
knobbly,6,NA,2
knobby,4,2,2
knobs,4,2,1
knock,3,1,1
knockdown,6,2,2
knocked,4,2,1
knocker,4,2,2
knocking,5,2,2
knockout,5,2,2
knocks,4,2,1
knoll,3,1,1
knot,3,1,1
knothole,6,2,2
knots,4,2,1
knotted,5,2,2
knotty,4,2,2
know,2,1,1
knoweth,4,2,2
knowing,4,2,2
knowingly,6,3,3
knowledge,5,2,2
knowledgeable,8,3,4
known,3,2,1
knows,3,2,1
Knoxville,7,2,2
knuckle,4,1,2
knuckleball,7,2,3
knuckled,5,2,2
knuckles,5,2,2
koala,5,1,3
Kodiak,6,NA,3
Koran,5,1,2
Korea,5,1,2
Korean,6,2,2
Koreans,7,3,2
ironed,4,2,1
ironic,6,2,3
ironical,7,3,4
ironically,8,3,4
ironies,6,3,3
ironing,5,2,2
irons,4,2,1
ironside,6,2,2
ironware,6,2,2
ironwork,6,2,2
irony,5,2,3
Iroquois,6,1,3
irradiate,7,3,4
irradiated,9,4,5
irradiation,8,4,5
irrational,6,2,3
irrationality,10,3,6
irrationally,7,3,4
irreconcilable,12,4,6
irrecoverable,10,3,6
irredeemable,9,3,5
irredeemably,10,4,5
irredentism,10,2,5
irreducible,9,4,5
irrefutable,10,3,5
irregular,8,3,4
irregularities,13,5,6
irregularity,12,4,6
irregularly,10,4,5
irregulars,9,4,4
irrelevance,8,3,4
irrelevant,8,3,4
irreligious,8,3,4
irremediable,10,3,5
irremovable,9,4,5
irreparable,8,4,5
irreparably,9,5,5
irreplaceable,10,4,5
irrepressible,10,4,5
irreproachable,10,3,5
irresistible,10,4,5
irresistibly,11,5,5
irresolute,8,2,4
irresolution,9,3,5
irresolvable,10,4,5
irrespective,10,3,4
irresponsibility,15,3,7
irresponsible,11,2,5
irreverent,9,3,4
irrevocably,10,5,5
irrigate,6,2,3
irretrievable,10,3,5
irreverence,9,3,4
irreversible,9,4,5
irreversibly,10,5,5
irrevocable,9,4,5
irrigating,8,3,4
irrigation,7,3,4
irritability,11,3,6
irritable,7,2,4
irritably,8,3,4
irritant,7,2,3
irritate,6,2,3
irritated,8,3,4
irritates,7,3,3
irritating,8,3,4
irritation,7,3,4
irritations,8,4,4
irruption,6,3,3
irruptions,7,4,3
Irving,4,1,2
is,2,1,1
Isaac,4,1,2
Isabel,6,1,3
Isaiah,4,1,2
Isis,4,NA,2
Islam,5,1,2
Islamic,7,2,3
Islam's,6,2,2
island,5,1,2
islander,6,2,3
islanders,7,3,3
islands,6,2,2
island's,6,2,2
isle,2,1,1
isles,3,2,1
islet,4,2,2
isn't,4,2,2
isolate,6,1,3
isolated,8,2,4
isolating,8,2,4
isolation,6,2,4
isosceles,8,1,4
isolationism,9,3,6
isolationist,9,3,5
isothermal,7,3,4
isothermally,8,4,5
isotonic,8,2,4
isotope,6,2,3
isotropic,9,3,4
Israel,6,1,2
Israeli,6,2,3
Israelite,7,2,3
Israelites,8,3,3
Israel's,7,2,2
issuance,6,2,2
issue,3,1,2
issued,4,2,2
issues,4,2,2
issuing,5,2,3
Istanbul,8,1,3
isthmus,6,1,2
it,2,1,1
Italian,7,2,3
Italians,8,3,3
italic,6,1,3
italicize,8,2,4
italicized,9,3,4
italics,7,2,3
Italy,5,1,3
Italy's,6,2,3
itch,2,1,1
itches,4,2,2
itching,4,2,2
itchy,3,2,2
it'd,4,NA,2
item,4,1,2
itemization,9,3,5
itemize,6,2,3
itemized,7,3,3
itemizing,8,3,4
items,5,2,2
itinerant,9,1,4
itinerary,9,1,5
itinerate,8,NA,4
it'll,3,2,2
its,3,1,1
it's,3,2,1
itself,6,2,2
I've,2,2,1
ivies,4,2,2
ivory,5,1,3
ivy,3,1,2
jab,3,1,1
jabbed,4,2,1
jabber,4,1,2
jabberings,7,3,3
jabbing,5,2,2
jabs,4,2,1
Jack,3,1,1
jackal,4,1,2
jackass,5,2,2
jacket,5,1,2
jacketed,7,2,3
jackets,6,2,2
Jackie,4,2,2
Jackie's,5,NA,2
jackpot,6,2,2
jackrabbit,8,2,3
jacks,4,2,1
Jack's,4,2,1
Jackson,5,2,2
Jacksonian,9,NA,4
Jacksons,6,3,2
Jackson's,6,3,2
Jacksonville,8,2,3
Jacob,5,1,2
Jacobs,6,1,2
Jacqueline,7,1,3
Jacques,3,1,1
jade,3,1,1
jaded,5,2,2
jag,3,1,1
jagged,5,2,2
jaggedly,7,3,3
jaguar,6,1,2
jail,3,1,1
jailbird,6,2,2
jailbreak,7,NA,2
jailed,4,2,1
jailer,4,2,2
jails,4,2,1
Jake,3,1,1
jalopy,6,1,3
jam,3,1,1
Jamaica,6,1,3
Jamaican,7,2,3
jamboree,7,1,3
James,4,1,1
Jameson,5,2,2
James's,6,2,2
Jamestown,7,2,2
jammed,4,2,1
jams,4,2,1
Jane,3,1,1
Jane's,4,2,1
Janet,5,1,2
jangle,5,1,2
jangling,7,2,3
Janice,5,1,2
Janis,5,1,2
janissary,8,1,4
janitor,6,1,3
janitors,7,2,3
janitor's,7,2,3
January,8,1,4
January's,9,NA,4
Japan,5,1,2
Japanese,7,2,3
jar,3,1,1
jargon,6,1,2
jarred,4,2,1
jarring,5,2,2
jars,4,2,1
jasmine,6,1,2
Jason,4,1,2
jasper,5,1,2
jaundice,6,1,2
jaunt,4,1,1
jaunty,5,1,2
Java,4,1,2
javelin,7,1,3
jaw,2,1,1
jawbone,5,2,2
jawbreaker,7,3,3
jaws,3,2,1
jay,2,1,1
Jaycee,4,NA,2
jaywalk,5,2,2
jazz,3,1,1
jazzy,4,2,2
jealous,5,1,2
jealousies,7,3,3
jealously,7,2,3
jealousy,6,2,3
Jeannie,4,2,2
jeans,4,1,1
Jeb,3,NA,1
Jed's,4,2,1
jeep,3,1,1
jeepers,5,NA,2
jeer,3,1,1
jeers,4,2,1
Jeff,3,1,1
Jefferson,6,2,3
Jeffersonian,10,3,4
Jeffersonians,11,NA,5
Jefferson's,7,3,3
Jehovah,6,1,3
Jehovah's,7,2,3
jellies,5,3,2
jello,4,2,2
jelly,4,2,2
jellyfish,7,3,3
Jena,4,NA,2
Jennie's,5,2,2
Jennifer,6,1,3
Jenny,4,2,2
Jenny's,5,NA,2
jeopardize,7,2,3
jeopardizing,9,3,4
jeopardy,6,2,3
Jeremiah,7,1,3
jerk,3,1,1
jerked,4,2,1
jerking,5,2,2
jerks,4,2,1
jerky,4,2,2
Jerry,4,2,2
Jerry's,5,3,2
jersey,4,1,2
jersey's,5,2,2
Jerusalem,9,1,4
Jesse,4,1,2
Jessica,6,1,3
Jessica's,7,NA,3
Jessie,4,1,2
Jess's,5,2,2
jest,4,1,1
jester,5,2,2
jesting,6,2,2
Jesuit,6,1,2
Jesuits,7,2,2
Jesus,5,1,2
Jesus's,7,2,3
jet,3,1,1
jetliners,8,4,3
jets,4,2,1
jetsam,5,1,2
jetting,5,2,2
jetty,4,1,2
Jew,2,1,1
jewel,4,1,1
jeweled,5,2,1
jeweler,5,NA,3
jeweler's,6,NA,3
jewelled,5,2,1
jewelry,6,2,2
jewels,5,2,1
Jewish,4,2,2
Jewishness,7,3,3
Jews,3,2,1
Jezebel,7,1,3
jib,3,1,1
jiffy,4,1,2
jig,3,1,1
jigger,4,2,2
jiggle,4,1,2
jiggling,6,2,3
jiggly,7,3,3
jigsaw,5,2,2
jihad,5,1,2
jilt,4,1,1
jilted,6,2,2
Jim,3,1,1
jiminy,6,NA,3
jimmied,5,NA,2
Jimmy,4,2,2
Jim's,4,2,1
jingle,5,1,2
jingled,6,2,2
jingling,7,2,3
jinx,5,1,1
jitterbug,7,2,3
jitters,5,2,2
jittery,5,2,3
jive,3,1,1
jiving,5,2,2
Jo,2,1,1
Joanne,4,1,2
Joan's,4,2,1
job,3,1,1
jobless,6,2,2
joblessness,9,3,3
jobs,4,2,1
jock,3,1,1
jockey,4,1,2
jockeying,6,2,3
jockstrap,8,2,2
jocose,5,1,2
jocosity,8,NA,4
jocular,7,1,3
jocularity,11,2,5
jocularly,9,2,4
jocund,6,1,2
jocundity,9,NA,4
Joe,2,1,1
Joel,4,1,1
Joel's,5,NA,2
Joe's,3,2,1
Joey,3,2,2
jog,3,1,1
jogger,4,2,2
joggle,4,1,2
jogs,4,2,1
Johannesburg,10,3,4
John,3,1,1
Johnny,4,2,2
John's,4,2,1
Johnson,5,2,2
join,3,1,1
joined,4,2,1
joiner,4,2,2
joiners,5,3,2
joining,5,2,2
joins,4,2,1
joint,4,2,1
jointly,6,3,2
joints,5,3,1
joist,4,1,1
joke,3,1,1
joked,4,2,1
joker,4,2,2
jokers,5,3,2
jokes,4,2,1
joking,5,2,2
jolly,4,2,2
jollying,6,3,3
jolt,4,1,1
jolting,6,2,2
jolty,5,2,2
Jonah,4,1,2
Jonathan,7,1,3
Jonathan's,8,2,3
Jones,4,1,1
jonquil,7,1,2
interacting,9,3,4
interaction,8,3,4
interactions,9,4,4
interactive,9,3,4
interacts,8,3,3
interbreed,8,2,3
intercede,7,2,3
intercept,8,2,3
intercepted,10,3,4
intercepts,9,3,3
interchanges,10,3,4
intercom,7,2,3
interception,9,3,4
interceptor,9,3,4
intercession,8,3,4
interchange,8,2,3
interchangeable,11,3,5
intercollegiate,12,3,5
interconnected,12,3,5
intercourse,8,2,3
interdependence,13,4,5
intercommunicate,14,4,6
intercommunication,15,5,7
interconnectedness,15,4,6
intercontinental,13,4,6
interdenominational,16,6,8
interdepartmental,15,3,6
interiors,8,3,3
interject,8,2,3
interjected,10,3,4
interlace,7,2,3
interdependent,13,4,5
interdict,8,2,3
interdiction,9,3,4
interdisciplinary,15,3,7
interest,8,1,3
interested,10,2,4
interesting,10,2,4
interestingly,12,3,5
interests,9,2,3
interface,7,2,3
interfaces,9,3,4
interfacial,8,3,4
interfaith,7,2,3
interfere,7,2,3
interfered,8,3,3
interference,10,3,4
interferes,8,3,3
interfering,9,3,4
interim,7,1,3
interior,7,2,3
interglacial,10,3,4
intergovernmental,13,4,6
interjection,9,3,4
interlaced,8,3,3
interlacing,9,3,4
interlayer,7,NA,4
interlinear,9,NA,5
interlining,9,3,4
interlink,8,2,3
interlobular,11,4,5
interlock,7,2,3
interlocking,9,3,4
interlocutor,11,3,5
interlope,7,2,3
interlude,7,2,3
interludes,8,3,3
intermarriage,9,3,4
intermarry,8,2,4
intestines,9,2,3
intimacy,8,2,4
intermediary,11,3,6
intermediate,10,3,4
intermediates,11,4,4
interment,8,2,3
intermeshed,8,3,3
interminable,10,3,5
intermingle,9,2,4
intermission,8,3,4
intermissions,9,4,4
intermittent,9,3,4
intermix,8,2,3
intermolecular,13,3,6
intern,5,2,2
internal,6,3,3
internalization,11,5,6
internalize,8,4,4
internalized,9,5,4
internally,7,4,4
interned,6,3,2
interns,6,3,2
international,9,3,4
internationalism,12,4,6
internationalist,12,4,5
internationalists,13,5,5
internationalize,11,4,5
internationalized,12,5,5
internationally,10,4,5
interpenetrate,12,3,5
interpersonal,10,3,5
interplanetary,13,3,6
interplay,7,2,3
Interpol,7,2,3
interpolate,9,2,4
interpolated,11,3,5
interpolation,10,3,5
interpolations,11,4,5
interpose,7,2,3
interposed,8,3,3
interposing,9,3,4
interposition,10,3,5
interpret,8,1,3
interpretable,11,2,5
interpretation,11,2,5
interpretations,12,3,5
interpretative,12,2,5
interpreted,10,2,4
interpreter,9,2,4
interpreting,10,2,4
interpretive,10,2,4
interprets,9,2,3
interracial,8,3,4
interred,5,2,2
interrelate,9,2,4
interrelated,11,3,5
interrelation,10,3,5
interrelations,11,4,5
interrogatives,12,5,5
interrupt,8,2,3
interrupted,10,3,4
interrelationship,13,4,6
interrelationships,14,5,6
interrogate,9,3,4
interrogation,10,4,5
interrogator,10,4,5
interruption,9,3,4
interruptions,10,4,4
intersect,8,2,3
intersecting,10,3,4
intersection,9,3,4
intersections,10,4,4
interspecies,10,2,4
intersperse,8,2,3
interspersed,9,3,3
interstate,8,2,3
interstellar,9,3,4
interstices,10,2,4
interweaving,9,3,4
interwoven,8,3,4
intestine,8,1,3
interstitial,9,2,4
intertribal,9,3,4
intertwine,8,2,3
intertwined,9,3,3
interval,6,1,3
intervals,7,2,3
intervene,7,2,3
intervened,8,3,3
intervenes,8,3,3
intervening,9,3,4
intervention,9,3,4
interview,7,1,3
interviewed,8,2,3
interviewee,8,2,4
interviewees,9,3,4
interviewer,8,2,3
interviewers,9,3,3
interviewing,9,2,4
interviews,8,2,3
interweave,7,2,3
intimate,7,2,3
intimated,9,3,4
intimately,9,3,4
intimating,9,3,4
intimations,9,4,4
intimidate,9,3,4
intimidated,11,4,5
intimidation,10,4,5
into,4,2,2
intolerable,10,3,5
intolerance,10,3,4
intolerant,10,3,4
intonation,8,3,4
intonations,9,5,4
intone,5,2,2
intoned,6,3,2
intoxicant,11,4,4
intramuscularly,15,NA,6
intrapulmonary,14,NA,6
intrepid,8,2,3
intoxicate,10,4,4
intoxicated,12,5,5
intoxication,11,5,5
intractable,10,3,4
intoxicating,12,5,5
intradepartmental,16,3,6
intramural,11,2,4
intransigent,12,3,4
intransitive,11,3,4
intravenous,10,2,4
intricacy,9,2,4
intricate,8,2,3
intricately,10,3,4
intrigue,6,1,2
intrigued,7,2,2
intrigues,7,2,2
intriguing,8,2,3
intriguingly,10,3,4
intrinsic,9,1,3
intrinsically,11,2,4
intro,5,1,2
introduce,8,2,3
introduced,9,3,3
introduces,10,3,4
introducing,10,3,4
introduction,10,3,4
introductions,11,4,4
introductory,12,3,5
introject,9,1,3
introjected,11,2,4
introjects,10,2,3
introspect,10,2,3
introspection,11,3,4
introspective,12,3,4
introversion,9,3,4
introvert,8,2,3
introverted,10,3,4
intrude,6,2,2
intruded,8,3,3
intruder,7,3,3
intruders,8,4,3
intrudes,7,3,2
intruding,8,3,3
intrusion,7,3,3
intrusions,8,4,3
intrusive,8,3,3
intuit,6,2,2
intuition,7,3,4
intuitions,8,4,4
intuitive,8,3,3
intuitively,10,4,4
inundate,7,1,3
inundated,9,2,4
inundating,9,2,4
inundation,8,2,4
inundations,9,3,4
inure,5,1,2
inured,6,2,2
invade,5,2,2
invaded,7,3,3
invader,6,3,3
invaders,7,4,3
invades,6,3,2
invading,7,3,3
invalid,7,2,3
invalidate,9,3,4
invalidated,11,4,5
invalidation,10,4,5
invalidism,11,NA,5
invalidity,10,3,5
invalids,8,3,3
invaluable,9,3,4
invariable,9,3,4
invariably,10,4,4
invariant,9,3,3
invasion,6,3,3
invasions,7,4,3
invasive,7,3,3
invent,6,2,2
invented,8,3,3
inventing,8,3,3
invention,7,3,3
inventions,8,4,3
inventive,8,3,3
inventor,7,3,3
inventories,9,2,4
inventors,8,4,3
inventory,8,1,4
inverse,5,2,2
inversely,7,3,3
inversion,6,3,3
invert,5,2,2
invertebrate,10,3,4
inverted,7,3,3
invest,6,2,2
invested,8,3,3
investigate,10,1,4
investigated,12,2,5
investigates,11,2,4
investigations,12,3,5
investigator,11,2,5
investigators,12,3,5
investing,8,3,3
investigating,12,2,5
investigation,11,2,5
investigative,12,2,5
investment,10,3,3
investments,11,4,3
investor,7,3,3
investors,8,4,3
invests,7,3,2
invigorate,8,3,4
invigorating,10,4,5
invigoration,9,4,5
invincible,9,2,4
inviolability,13,4,6
inviolable,9,3,4
inviolate,8,3,3
invisible,8,3,4
invisibly,9,4,4
invitation,8,2,4
invitational,10,3,5
invitations,9,3,4
invite,5,1,2
invited,7,2,3
invitees,7,3,3
invites,6,2,2
inviting,7,2,3
invocation,8,3,4
invoice,5,1,2
invoices,7,2,3
invoke,5,2,2
invoked,6,3,2
invoking,7,3,3
involuntarily,13,4,6
involuntary,11,3,5
involution,8,2,4
involutions,9,3,4
involve,6,2,2
involved,7,3,2
involvement,10,3,3
involvements,11,4,3
involves,7,3,2
involving,8,3,3
invulnerability,15,3,7
invulnerable,11,2,5
inward,5,2,2
inwardly,7,3,3
inwardness,8,3,3
inwards,6,2,2
Io,2,1,2
iodide,5,2,2
iodine,5,2,2
iodize,5,2,2
ion,3,1,1
ionize,5,2,2
ionized,6,3,2
ionizing,7,3,3
ionosphere,8,2,4
ions,4,2,1
iota,4,1,3
Iowa,4,1,2
Iran,4,1,2
Iranian,7,2,3
Iraq,4,1,2
Iraqi,5,2,3
irascible,7,1,4
irate,4,1,2
ire,2,1,1
Ireland,6,2,2
Ireland's,7,3,2
Irene,4,1,2
iridescence,8,2,4
iridescent,8,2,4
iridium,7,1,3
iris,4,1,2
Irish,4,2,2
Irishman,7,3,3
Irishmen,7,3,3
Irishwoman,9,3,4
irk,2,1,1
irksome,4,2,2
iron,3,1,1
ironclad,7,2,2
infringements,12,4,3
infuriate,9,3,4
infringement,11,3,3
infuriated,11,4,5
infuriating,11,4,5
infuriation,NA,NA,NA
infuse,6,2,2
infusion,7,3,3
ingenious,8,2,3
ingeniously,10,3,4
ingenuity,9,2,4
ingenuous,9,2,3
ingest,6,2,2
ingested,8,3,3
ingestion,8,3,3
inglorious,9,3,3
ingoing,6,3,3
ingot,5,1,2
ingrain,6,2,2
ingratiate,9,2,4
initialed,6,3,3
initially,6,3,4
ingratiating,11,3,5
ingratitude,10,3,4
ingredient,10,1,3
ingredients,11,2,3
ingrown,6,3,2
inhabit,7,2,3
inhabitable,10,3,5
inhabitant,10,3,4
inhabitants,11,4,4
inhabitation,10,3,5
inhabited,9,3,4
inhabiting,9,3,4
inhalation,8,3,4
inhale,5,2,2
inhaler,6,3,3
inhaling,7,3,3
inharmonious,11,4,4
inherent,8,3,3
inherently,10,4,4
inherit,7,2,3
inheritance,10,3,4
inherited,9,3,4
inheriting,9,3,4
inherits,8,3,3
inhibit,7,2,3
inhibited,9,3,4
inhibiting,9,3,4
inhibition,8,3,4
inhibitions,9,4,4
inhibitor,8,3,4
inhibitors,9,4,4
inhibitory,10,3,5
inhibits,8,3,3
inhomogeneous,12,4,5
inhospitable,11,3,5
inhuman,8,2,3
inhumane,8,2,3
inhumanities,12,4,5
iniquity,8,2,4
initial,5,2,3
inhumanity,11,3,5
inimitable,9,3,5
initials,6,3,3
initiate,7,2,4
initiated,9,3,5
initiates,8,3,4
initiating,9,3,5
initiation,8,3,5
initiative,8,3,4
initiator,8,3,5
inject,6,2,2
injected,8,3,3
injecting,8,3,3
injection,7,3,3
injudicious,9,3,4
injunction,8,3,3
injunctions,9,4,3
injure,4,1,2
injured,5,2,2
injuries,6,3,3
injuring,6,2,3
injurious,8,3,3
injury,5,2,3
injustice,8,3,3
injustices,10,4,4
ink,3,1,1
inkbottle,7,2,3
inkling,6,1,2
inkpad,6,2,2
inkpot,6,NA,2
inks,4,2,1
inkstand,8,2,2
inkwell,6,2,2
inky,4,2,2
inlaid,5,3,2
inland,6,2,2
inlay,4,2,2
inlet,5,2,2
inlets,6,3,2
inmate,5,2,2
inmates,6,3,2
inmost,6,2,2
inn,2,1,1
innards,5,1,2
innate,4,1,2
inner,3,2,2
innermost,7,3,3
inning,4,2,2
innings,5,3,2
innkeeper,6,3,3
innocence,6,2,3
innocent,6,2,3
innocently,8,3,4
innocents,7,3,3
innocuous,8,1,3
innovate,6,1,3
innovation,7,2,4
innovations,8,3,4
innovative,8,2,4
innovator,7,2,4
innovators,8,3,4
inns,3,2,1
innuendo,8,1,4
innuendoes,9,2,4
innuendos,9,2,4
innumerable,9,3,5
inoculate,9,2,4
inoculation,10,3,5
inoculations,11,4,5
inoffensive,9,3,4
inoperable,9,3,5
inoperative,10,4,5
inopportune,8,3,4
inordinate,8,3,4
inordinately,10,4,5
inorganic,9,3,4
input,5,2,2
inquest,7,2,2
inquietude,9,3,3
inquire,6,2,2
inquired,7,3,2
inquirer,7,3,3
inquiries,8,4,3
inquiring,8,3,3
inquiry,6,3,3
inquisition,9,3,4
inquisitive,10,3,4
inquisitor,9,3,4
inroad,5,2,2
inroads,6,3,2
inrush,5,2,2
insane,5,2,2
insanely,7,3,3
insanitary,10,3,5
insanity,8,3,4
insatiable,8,3,4
inscribe,7,2,2
inscribed,8,3,2
inscription,9,3,3
inscriptions,10,4,3
insect,6,1,2
insecticides,11,3,4
insectivore,10,2,4
inscrutability,14,4,6
inscrutable,10,3,4
insecticide,10,2,4
insects,7,2,2
insecure,8,2,3
insecurity,11,3,5
inseminate,9,3,4
insemination,10,4,5
insensible,9,3,4
insensitive,10,3,4
insentient,8,2,3
inseparable,10,3,5
insert,5,2,2
inserted,7,3,3
insertion,6,3,3
insertions,7,4,3
inserts,6,3,2
inset,5,2,2
insets,6,3,2
inshore,5,2,2
inside,5,2,2
insider,6,3,3
insiders,7,4,3
insides,6,3,2
insidious,8,1,3
insight,5,2,2
insights,6,3,2
insignia,8,1,3
insignificant,13,4,5
insincere,8,2,3
insincerity,11,3,5
insignificance,13,4,5
insinuate,9,1,4
insinuated,11,2,5
insinuates,10,2,4
insinuating,11,2,5
insinuation,10,2,5
insinuations,11,3,5
insipid,7,1,3
insist,6,2,2
insisted,8,3,3
insistence,8,3,3
insistent,9,3,3
insisting,8,3,3
insists,7,3,2
insofar,7,3,3
insole,5,NA,2
insolence,8,2,3
insolent,8,2,3
insolently,10,3,4
insoluble,9,2,4
insolvable,9,3,4
insolvent,8,3,3
insomnia,8,3,3
insomniac,9,3,4
insomniacs,10,4,4
inspect,7,2,2
inspected,9,3,3
inspecting,9,3,3
inspection,8,3,3
inspections,9,4,3
inspector,8,3,3
inspector's,9,4,3
inspiration,8,3,4
inspirational,10,4,5
inspirations,9,4,4
inspire,6,2,2
inspired,7,3,2
inspires,7,3,2
inspiring,8,3,3
instability,11,3,5
install,6,2,2
installation,9,3,4
installations,10,4,4
installed,7,3,2
installing,8,3,3
installment,10,3,3
installments,11,4,3
instance,7,2,2
instances,9,3,3
instancy,8,3,3
instant,7,2,2
instantaneous,12,3,4
instantly,9,3,3
instate,6,2,2
instead,6,1,2
instep,6,2,2
instigate,8,1,3
instigating,10,2,4
instigation,9,2,4
instigator,9,2,4
instil,6,NA,2
instillation,9,3,4
instinct,8,1,2
instinctive,10,2,3
instinctively,12,3,4
instincts,9,2,2
instinctual,11,2,3
institute,8,2,3
instituted,10,3,4
institutes,9,3,3
institute's,9,3,3
instituting,10,3,4
institution,9,3,4
institutional,11,4,5
institutionalization,16,6,8
institutionalize,13,5,6
institutionalized,14,6,6
institutions,10,4,4
institution's,10,4,4
instruct,8,2,2
